Date,Flow observed,MBC FFNN,MBC DA,Random error FFNN
2023-07-30 12:00:00,49.22162246704102,0.7665567,-4.621709823608398,-5.388266503810883
2023-07-30 12:15:00,48.345947265625,0.21252234,-4.922865867614746,-5.13538821041584
2023-07-30 12:30:00,47.47027206420898,0.39119682,-5.013344287872314,-5.404541105031966
2023-07-30 12:45:00,46.59459686279297,-0.14247529,-5.232456207275391,-5.089980915188789
2023-07-30 13:00:00,45.71891784667969,-0.09753839,-5.493557453155518,-5.39601906388998
2023-07-30 13:15:00,44.84324264526367,-0.13295619,-5.67219352722168,-5.539237335324287
2023-07-30 13:30:00,43.96756744384766,-0.12127081,-5.735638618469238,-5.614367805421352
2023-07-30 13:45:00,43.09189224243164,-0.47848263,-5.914227485656738,-5.4357448518276215
2023-07-30 14:00:00,42.21621704101562,0.08855566,-5.988996028900146,-6.077551685273646
2023-07-30 14:15:00,41.34054183959961,-0.27585664,-6.20799446105957,-5.932137817144394
2023-07-30 14:30:00,40.46486663818359,-0.16697828,-6.37604284286499,-6.209064558148384
2023-07-30 14:45:00,39.58919143676758,-0.29574338,-6.634533882141113,-6.3387905061244965
2023-07-30 15:00:00,38.7135124206543,-0.38236943,-6.886300563812256,-6.503931134939194
2023-07-30 15:15:00,37.83783721923828,-0.10496513,-7.119105815887451,-7.0141406878829
2023-07-30 15:30:00,36.96216201782227,-0.14140217,-7.032272338867188,-6.890870168805123
2023-07-30 15:45:00,36.08648681640625,-0.26146713,-7.052515506744385,-6.791048377752304
2023-07-30 16:00:00,35.21081161499023,0.06294378,-7.072259426116943,-7.135203205049038
2023-07-30 16:15:00,34.33513641357422,0.23416395,-7.203980445861816,-7.438144400715828
2023-07-30 16:30:00,33.4594612121582,0.35813412,-7.204842567443848,-7.562976688146591
2023-07-30 16:45:00,32.58378601074219,0.2735276,-7.024549007415771,-7.298076599836349
2023-07-30 17:00:00,31.70810890197754,-0.11187164,-7.161864757537842,-7.049993120133877
2023-07-30 17:15:00,30.83243370056152,0.18190725,-7.323685646057129,-7.50559289753437
2023-07-30 17:30:00,29.95675659179688,0.79466873,-7.375852108001709,-8.170520842075348
2023-07-30 17:45:00,29.08108139038086,0.46459457,-7.407592296600342,-7.872186869382858
2023-07-30 18:00:00,28.20540618896484,-0.13916342,-7.41803503036499,-7.278871610760689
2023-07-30 18:15:00,27.32973098754883,0.48392054,-7.679497718811035,-8.163418263196945
2023-07-30 18:30:00,26.45405387878418,0.4401463,-7.72336483001709,-8.163511127233505
2023-07-30 18:45:00,25.57837867736816,0.50308615,-7.594425201416016,-8.097511351108551
2023-07-30 19:00:00,24.70270347595215,0.06537207,-7.649783611297607,-7.715155683457851
2023-07-30 19:15:00,23.82702827453613,0.1132675,-7.83441686630249,-7.947684369981289
2023-07-30 19:30:00,22.95135116577148,0.22470589,-7.920554161071777,-8.14526005089283
2023-07-30 19:45:00,22.07567596435547,0.010053477,-8.008833885192871,-8.01888736244291
2023-07-30 20:00:00,21.20000076293945,-0.061889805,-8.104320526123047,-8.042430721223354
2023-07-30 20:15:00,20.70000076293945,0.064731084,-8.215559959411621,-8.28029104322195
2023-07-30 20:30:00,20.20000076293945,0.0446622,-8.351546287536621,-8.396208487451077
2023-07-30 20:45:00,19.79999923706055,0.18653436,-8.386466979980469,-8.573001340031624
2023-07-30 21:00:00,19.29999923706055,0.023522578,-8.422566413879395,-8.44608899205923
